Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Canbank Computer Services Ltd.,2004,2.51,0.0,0.0,2.47,0.35,,2.47,13.04,17.89,2.5,32.49,32.49,21.58,23.21,104.67,0,4.07753744390572,4.472780997942346
Canbank Computer Services Ltd.,2005,2.51,0.0,0.0,2.47,0.35,,2.47,13.04,17.89,2.5,32.49,32.49,21.58,23.21,104.67,0,4.07753744390572,4.472780997942346
Canbank Computer Services Ltd.,2006,3.63,0.0,0.0,1.6,0.24333333333333335,,1.6,14.406666666666666,24.12,3.625,26.610000000000003,26.610000000000003,21.086666666666666,19.22,43.385000000000005,0,4.342939245965835,4.362673906158067
Canbank Computer Services Ltd.,2007,4.75,0.0,0.0,0.73,0.1366666666666667,,0.73,15.773333333333333,30.35,4.75,20.730000000000004,20.730000000000004,20.593333333333334,15.23,-17.9,0,4.552472396987643,4.238925791033208
Canbank Computer Services Ltd.,2008,3.5,0.0,0.0,0.78,0.03,,0.78,17.14,26.85,3.5,14.85,14.85,20.1,11.24,26.21,0,4.725616339063959,4.097672352314776
Canbank Computer Services Ltd.,2009,3.48,0.0,0.0,1.1,0.03,,1.1,13.54,15.83,3.48,13.77,13.77,16.875,10.305,60.8,0,4.85320145281008,4.513602992462601
Canbank Computer Services Ltd.,2010,3.51,0.0,0.0,1.22,0.03,,1.22,9.94,14.87,2.56,12.69,12.69,13.65,9.37,26.34,0,4.966335035199676,4.8064770426931265
Canbank Computer Services Ltd.,2011,3.56,0.0,0.0,1.68,0.09,,1.68,14.48,21.66,2.85,25.43,25.43,20.15,18.71,67.62,0,5.235377566774162,5.3230099791384085
Canbank Computer Services Ltd.,2012,3.08,0.0,0.0,1.58,0.18,,1.58,16.7,24.95,3.05,27.76,27.76,22.62,19.58,19.02,0,5.519058033245936,5.497168225293202
Canbank Computer Services Ltd.,2013,3.12,0.0,0.0,1.67,0.12,,1.67,16.36,24.33,3.1,28.84,28.84,20.83,19.84,29.1,0,5.700777965635902,5.752572638825633
Canbank Computer Services Ltd.,2014,2.31,0.0,0.0,1.69,0.1,,1.69,16.01,23.79,2.27,28.4,28.4,20.52,18.96,23.17,0,5.960231844676883,5.961005339623274
Canbank Computer Services Ltd.,2015,2.74,0.0,0.0,1.3,0.09,,1.3,17.39,25.89,2.7,23.87,23.87,24.13,16.08,-7.81,0,6.062155975230515,5.879694646264972
Canbank Computer Services Ltd.,2016,1.91,0.0,0.0,1.02,0.15,,1.02,18.42,28.32,1.83,20.23,20.23,23.91,14.83,-8.08,0,6.09964607995251,5.7954496631820245
Canbank Computer Services Ltd.,2017,7.34,0.0,0.0,0.67,-0.03,,0.67,15.02,22.42,7.29,11.1,11.1,18.54,9.02,-27.31,0,6.073274922305548,5.476463551931511
Canbank Computer Services Ltd.,2018,8.25,0.0,0.0,0.38,0.01,,0.38,17.58,23.83,8.2,7.86,7.86,11.68,6.78,-38.74,0,6.118757772765358,4.986342601527212
Canbank Computer Services Ltd.,2019,11.87,0.0,0.0,0.44,0.01,,0.44,16.87,24.6,11.8,8.43,8.43,12.2,7.52,23.22,0,6.160574209929706,5.1951766076285235
Canbank Computer Services Ltd.,2020,5.85,0.0,0.0,0.46,0.06,,0.46,14.78,19.53,5.81,7.54,7.54,12.06,6.74,15.85,0,6.281518803704818,5.342334251964811
Canbank Computer Services Ltd.,2021,5.85,0.0,0.0,0.46,0.06,,0.46,14.78,19.53,5.81,7.54,7.54,12.06,6.74,15.85,0,6.281518803704818,5.342334251964811
Capgemini Business Services (India) Pvt. Ltd. [Merged],2003,0.51,1.76,,-1.51,-1.3,,-378.0,-139.15,-139.15,0.51,,,-139.15,-350.67,,0,2.653241964607215,2.9391619220655967
Capgemini Business Services (India) Pvt. Ltd. [Merged],2004,1.06,0.93,,-2.52,-0.27,,5.43,-6.74,-6.74,1.06,-49.81,,-40.63,-17.03,286.77,0,4.1666652238017265,4.291828366755733
Capgemini Business Services (India) Pvt. Ltd. [Merged],2005,2.15,0.75,,-8.8,-0.02,5.21,4.75,6.26,10.56,2.15,29.72,,16.29,15.77,205.75,0,4.728272383122075,5.409411414053624
Capgemini Business Services (India) Pvt. Ltd. [Merged],2006,0.74,0.17,0.94,43.69,0.19,20.09,8.06,10.51,16.03,0.74,84.82,459.86,18.06,36.26,187.38,0,5.559912104236499,6.465055484263747
Capgemini Business Services (India) Pvt. Ltd. [Merged],2007,0.95,0.22,1.08,10.59,0.05,11.67,5.2,6.94,12.41,0.95,36.11,73.51,15.18,14.36,31.01,0,6.316081067352825,6.735186013630861
Capgemini Business Services (India) Pvt. Ltd. [Merged],2008,1.16,0.01,0.04,7.59,0.16,62.98,5.77,10.32,21.95,1.16,60.95,80.22,20.45,22.77,88.65,0,6.8239387928890265,7.369915730766847
Capgemini Business Services (India) Pvt. Ltd. [Merged],2009,1.47,0.01,0.02,4.73,0.02,106.55,4.61,12.73,20.37,1.47,58.7,60.24,22.28,24.67,33.22,0,7.142906449420623,7.656715524361295
Capgemini Business Services (India) Pvt. Ltd. [Merged],2010,1.44,0.15,0.27,3.81,0.16,38.2,3.25,12.37,18.8,1.43,40.36,47.31,20.3,24.27,40.1,0,7.47431830743263,7.993890046139134
Capgemini Business Services (India) Pvt. Ltd. [Merged],2011,2.23,0.0,0.0,3.27,0.28,308.97,2.98,15.39,23.53,2.0,46.53,51.21,24.33,32.31,43.44,0,7.762936271389315,8.354627201987633
Capgemini Business Services (India) Pvt. Ltd. [Merged],2012,3.49,0.0,0.0,2.59,0.13,2697.75,2.59,13.78,20.63,3.44,36.12,36.16,23.13,27.02,21.47,0,7.999074370156104,8.54911812420061
Capgemini Business Services (India) Pvt. Ltd. [Merged],2013,2.98,0.0,0.0,2.07,0.22,3082.0,2.07,10.84,16.32,2.92,23.03,23.03,17.11,17.75,6.89,0,8.274662926301838,8.615734509104055
Capgemini Business Services (India) Pvt. Ltd. [Merged],2014,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2015,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2016,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2017,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2018,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2019,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2020,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capgemini Business Services (India) Pvt. Ltd. [Merged],2021,3.14,0.0,0.0,2.06,0.08,3082.0,2.06,11.61,17.08,3.07,24.38,24.38,17.8,18.49,26.35,0,8.517932917751237,8.849585688635075
Capital Market Publishers India Pvt. Ltd.,2000,0.49,0.47,2.98,9.42,,1.33,1.52,,3.96,0.46,,,,,5.07,0,,
Capital Market Publishers India Pvt. Ltd.,2001,0.83,0.81,2.6175,15.32,,3.09,1.33,,-22.79,0.77,,,,,-34.48,0,,
Capital Market Publishers India Pvt. Ltd.,2002,0.44,1.01,2.255,-5.92,,4.85,1.54,,-18.64,0.41,,,,,-6.53,0,,
Capital Market Publishers India Pvt. Ltd.,2003,0.44,0.72,1.8925,-8.32,,6.61,3.02,,15.24,0.4,,,,,41.44,0,,
Capital Market Publishers India Pvt. Ltd.,2004,1.95,0.44,1.53,9.35,,70.0,2.5,,33.72,1.92,,,,,61.62,0,,
Capital Market Publishers India Pvt. Ltd.,2005,1.65,0.0,0.0,3.53,,46.57,2.51,,40.16,1.59,,,,,64.14,0,,
Capital Market Publishers India Pvt. Ltd.,2006,1.65,0.0,0.0,3.53,,46.57,2.51,,40.16,1.59,,,,,64.14,0,,
Capital Market Publishers India Pvt. Ltd.,2007,2.94,0.0025,0.005,2.885,,71.42750000000001,2.1125,,33.309999999999995,2.8375000000000004,,,,,48.78,0,,
Capital Market Publishers India Pvt. Ltd.,2008,4.23,0.005,0.01,2.2399999999999998,,96.285,1.7149999999999999,,26.459999999999997,4.085,,,,,33.42,0,,
Capital Market Publishers India Pvt. Ltd.,2009,5.52,0.0075,0.015,1.5949999999999998,,121.14250000000001,1.3175,,19.61,5.3325000000000005,,,,,18.060000000000002,0,,
Capital Market Publishers India Pvt. Ltd.,2010,6.81,0.01,0.02,0.95,,146.0,0.92,,12.76,6.58,,,,,2.7,0,,
Capital Market Publishers India Pvt. Ltd.,2011,9.6,0.08,0.1,0.79,,10.17,0.75,,3.88,9.14,,,,,-13.01,0,,
Capital Market Publishers India Pvt. Ltd.,2012,9.1,0.08,0.1,0.7,,2.6,0.64,,1.86,8.66,,,,,-10.16,0,,
Capital Market Publishers India Pvt. Ltd.,2013,9.11,0.05,0.06,0.71,0.03,6.08,0.65,3.49,5.0,8.69,2.56,2.78,-3.94,2.21,0.78,0,5.319589501823576,4.760463070394127
Capital Market Publishers India Pvt. Ltd.,2014,8.26,0.0,0.0,0.78,-0.04,49.33,0.75,6.12,10.09,7.91,5.12,5.28,2.7,4.39,11.13,0,5.2832037287379885,4.86599480426999
Capital Market Publishers India Pvt. Ltd.,2015,13.12,0.0,0.0,0.73,0.0,49.33,0.73,6.35,9.96,12.82,5.1,5.1,1.99,4.44,-3.16,0,5.296816240421769,4.8338981155962015
Capital Market Publishers India Pvt. Ltd.,2016,14.37,0.0,0.0,0.67,0.0,49.33,0.67,11.46,16.57,13.88,8.5,8.5,10.68,7.56,-0.95,0,5.374352052824034,4.824305715904762
Capital Market Publishers India Pvt. Ltd.,2017,17.59,0.0,0.0,0.64,0.03,49.33,0.64,14.48,19.89,17.18,10.25,10.25,14.15,9.21,4.98,0,5.464255444091467,4.872904620630176
Capital Market Publishers India Pvt. Ltd.,2018,26.75,0.0,0.0,0.55,0.07,49.33,0.55,14.1,19.48,26.69,8.7,8.7,11.1,7.93,-8.34,0,5.504924949222147,4.785823685681349
Capital Market Publishers India Pvt. Ltd.,2019,26.88,0.0,0.0,0.46,-0.02,49.33,0.46,11.7,16.21,26.79,6.17,6.17,6.84,5.66,-12.1,0,5.515845179076611,4.6568134191399295
Capital Market Publishers India Pvt. Ltd.,2020,22.74,0.0,0.0,0.43,0.06,49.33,0.43,22.07,28.14,22.51,10.89,10.89,20.96,10.08,-2.56,0,5.572914199451162,4.630837932736669
Capital Market Publishers India Pvt. Ltd.,2021,22.74,0.0,0.0,0.43,0.06,49.33,0.43,22.07,28.14,22.51,10.89,10.89,20.96,10.08,-2.56,0,5.572914199451162,4.630837932736669
Celstream Technologies Pvt. Ltd.,2005,1.33,0.0,0.0,3.17,,40.57,3.17,,12.19,1.33,,,,,0.0,0,,
Celstream Technologies Pvt. Ltd.,2006,2.49,0.0,0.0,2.39,0.16,34.465,2.39,6.52,7.44,2.49,15.78,15.8,11.88,11.45,-22.47,0,5.886104031450156,6.3458117840375365
Celstream Technologies Pvt. Ltd.,2007,4.14,0.0,0.0,2.11,0.14,28.36,2.11,5.05,8.6,4.14,11.06,11.06,9.11,7.84,-5.51,0,5.884157694119473,6.289158829686488
Celstream Technologies Pvt. Ltd.,2008,3.7699999999999996,0.065,0.1075,1.9375,0.13333333333333333,22.255,1.8499999999999999,7.4833333333333325,8.1775,3.54,9.8825,10.4,11.15,7.21,-4.305,0,6.021751239712854,6.279646494601414
Celstream Technologies Pvt. Ltd.,2009,3.4,0.13,0.215,1.765,0.12666666666666668,16.15,1.5899999999999999,9.916666666666666,7.755,2.94,8.705,9.74,13.190000000000001,6.58,-3.0999999999999996,0,6.142682358850602,6.270042805310292
Celstream Technologies Pvt. Ltd.,2010,3.0300000000000002,0.195,0.3225,1.5924999999999998,0.12,10.044999999999998,1.33,12.35,7.3325,2.34,7.5275,9.08,15.23,5.95,-1.8949999999999996,0,6.2505542251956605,6.260345990096045
Celstream Technologies Pvt. Ltd.,2011,2.66,0.26,0.43,1.42,-0.04,3.94,1.07,5.76,6.91,1.74,6.35,8.42,13.24,5.32,-0.69,0,6.462405237175058,6.25344412220739
Celstream Technologies Pvt. Ltd.,2012,2.66,0.26,0.43,1.42,-0.04,3.94,1.07,5.76,6.91,1.74,6.35,8.42,13.24,5.32,-0.69,0,6.462405237175058,6.25344412220739
Celstream Technologies Pvt. Ltd.,2013,2.225,0.31,0.525,1.08,0.14,2.99,0.76,5.84,5.95,1.56,3.5999999999999996,4.915,9.43,3.06,-7.390000000000001,0,6.627115021319402,5.881928660039675
Celstream Technologies Pvt. Ltd.,2014,1.79,0.36,0.62,0.74,0.07,2.04,0.45,1.85,4.99,1.38,0.85,1.41,5.23,0.8,-14.09,0,6.589476532552888,5.730099782973574
Celstream Technologies Pvt. Ltd.,2015,1.83,0.3,0.55,0.49,0.0,1.83,0.31,-20.67,-23.04,1.64,-6.48,-10.29,-17.32,-5.84,-36.27,0,6.54764587259477,5.279644101282416
Celstream Technologies Pvt. Ltd.,2016,1.61,0.26,0.44,0.49,0.01,1.62,0.33,0.57,1.55,1.59,0.19,0.29,3.08,0.16,-4.02,0,6.475124502801203,5.238567362142263
Celstream Technologies Pvt. Ltd.,2017,0.41,0.24,0.39,0.28,-0.02,1.62,0.2,-52.26,-50.91,0.41,-11.55,-16.41,-59.77,-9.92,-44.85,0,6.328472354571239,4.6434288981051814
Celstream Technologies Pvt. Ltd.,2018,1.79,0.0,0.0,0.29,-0.04,1.62,0.24,-10.34,-6.8,1.77,-2.8,-3.36,-17.47,-2.47,-5.77,0,5.894127314219024,4.583946549536464
Celstream Technologies Pvt. Ltd.,2019,2.39,0.0,0.0,0.35,-0.09,1.62,0.35,0.69,2.55,1.77,0.3,0.3,-20.45,0.27,18.39,0,5.926125705799642,4.752727750345706
Celstream Technologies Pvt. Ltd.,2020,2.43,0.0,0.0,0.44,-0.02,1.62,0.44,2.59,4.4,2.41,1.36,1.36,-12.36,1.21,27.7,0,5.951683677096137,4.997212273764115
Celstream Technologies Pvt. Ltd.,2021,2.43,0.0,0.0,0.44,-0.02,1.62,0.44,2.59,4.4,2.41,1.36,1.36,-12.36,1.21,27.7,0,5.951683677096137,4.997212273764115
Centurylink Technologies India Pvt. Ltd.,2005,0.2,0.0,0.0,-41.81,0.66,,-41.81,9.52,13.01,0.2,,,16.6,19.82,260.06,0,5.206202077640231,5.464678903763262
Centurylink Technologies India Pvt. Ltd.,2006,1.61,0.0,0.0,7.13,0.01,,7.13,25.72,25.69,1.61,183.42,183.42,31.27,72.45,203.98,0,5.791488055075306,6.576469569048224
Centurylink Technologies India Pvt. Ltd.,2007,1.89,0.0,0.0,3.74,0.015,,3.74,25.07,12.1,1.89,144.8525,144.8525,29.7275,60.32,31.49,0,6.496058292997454,6.834081827795121
Centurylink Technologies India Pvt. Ltd.,2008,4.57,0.0,0.0,2.44,0.019999999999999997,,2.44,24.42,34.53,4.57,106.285,106.285,28.185000000000002,48.19,43.15,0,6.9053022728210705,7.038739680777556
Centurylink Technologies India Pvt. Ltd.,2009,4.31,0.0,0.0,1.43,0.024999999999999998,,1.43,23.77,18.2,4.31,67.7175,67.7175,26.642500000000002,36.06,-1.44,0,7.194868439634285,7.208544821985463
Centurylink Technologies India Pvt. Ltd.,2010,6.24,0.0,0.0,1.26,0.03,,1.26,23.12,21.25,6.23,29.15,29.15,25.1,23.93,17.25,0,7.419140746006642,7.353658307863677
Centurylink Technologies India Pvt. Ltd.,2011,10.63,0.0,0.0,1.05,0.08,,1.05,20.84,26.48,10.63,24.01,24.01,22.38,20.99,8.58,0,7.613769325248906,7.435968852349355
Centurylink Technologies India Pvt. Ltd.,2012,9.31,0.0,0.0,1.15,0.12,,1.15,10.99,19.55,9.31,13.03,13.03,19.22,11.46,30.69,0,7.7722051981869065,7.703639536993195
Centurylink Technologies India Pvt. Ltd.,2013,1.7,0.0,0.0,1.56,0.08,,1.56,14.25,21.44,1.7,23.65,23.65,19.49,15.45,19.7,0,7.943747205668579,7.88344635413774
Centurylink Technologies India Pvt. Ltd.,2014,2.46,0.0,0.0,2.06,0.44,,2.06,13.46,18.53,2.46,28.28,28.28,19.57,15.48,6.44,0,7.692387149664261,7.945838774575424
Centurylink Technologies India Pvt. Ltd.,2015,5.41,0.0,0.0,1.81,0.18,,1.81,11.26,17.86,5.41,20.82,20.82,18.88,15.06,0.86,0,7.679205192799256,7.954372272531867
Centurylink Technologies India Pvt. Ltd.,2016,3.18,0.0,0.0,1.97,0.25,,1.97,8.93,12.73,3.18,17.58,17.58,17.04,13.39,30.98,0,7.941295570906532,8.22424393835805
Centurylink Technologies India Pvt. Ltd.,2017,3.88,0.0,0.0,1.87,0.11,100.28,1.87,9.97,15.16,3.88,18.65,18.65,17.14,14.26,13.07,0,8.039221904521193,8.347068944077664
Centurylink Technologies India Pvt. Ltd.,2018,3.44,0.14,0.19,1.43,0.0,8.48,1.29,10.07,14.93,3.2,13.32,14.73,21.32,10.89,-8.4,0,8.346594650765795,8.259354670305141
Centurylink Technologies India Pvt. Ltd.,2019,3.59,0.09,0.14,1.5,0.11,19.77,1.28,14.37,10.57,3.46,19.34,22.54,22.94,15.62,17.26,0,8.41617877333509,8.418543441449852
Centurylink Technologies India Pvt. Ltd.,2020,3.59,0.09,0.14,1.5,0.11,19.77,1.28,14.37,10.57,3.46,19.34,22.54,22.94,15.62,17.26,0,8.41617877333509,8.418543441449852
Centurylink Technologies India Pvt. Ltd.,2021,3.59,0.09,0.14,1.5,0.11,19.77,1.28,14.37,10.57,3.46,19.34,22.54,22.94,15.62,17.26,0,8.41617877333509,8.418543441449852
Cherrytec Intelisolve Pvt. Ltd.,2003,1.7,0.4,1.58,7.05,,,3.92,,-2.67,1.7,,,,,-7.97,0,,
Cherrytec Intelisolve Pvt. Ltd.,2004,3.03,0.49,1.97,8.63,,1.0,3.11,,0.0,3.03,,,,,11.04,0,,
Cherrytec Intelisolve Pvt. Ltd.,2005,3.05,0.55,1.94,7.27,,1.26,2.46,,3.97,3.05,,,,,-5.08,0,,
Cherrytec Intelisolve Pvt. Ltd.,2006,2.08,0.63,10.57,11.52,,1.38,2.4,,0.95,1.81,,,,,11.79,0,,
Cherrytec Intelisolve Pvt. Ltd.,2007,1.1,0.7,9.83,-67.24,,2.4299999999999997,2.06,,-16.18,1.07,,,,,-24.81,0,,
Cherrytec Intelisolve Pvt. Ltd.,2008,1.5,0.59,9.09,-58.0,,3.48,2.3,,10.64,1.5,,,,,-1.42,0,,
Cherrytec Intelisolve Pvt. Ltd.,2009,1.89,0.35,1.43,11.64,,3.0,2.89,,15.12,1.89,,,,,28.74,0,,
Cherrytec Intelisolve Pvt. Ltd.,2010,2.15,0.32,0.72,5.48,,4.0,2.73,,7.48,2.15,,,,,-7.59,0,,
Cherrytec Intelisolve Pvt. Ltd.,2011,1.37,0.13,0.23,4.5,,14.33,3.15,,12.16,1.31,,,,,19.57,0,,
Cherrytec Intelisolve Pvt. Ltd.,2012,2.64,0.08,0.11,3.54,,74.5,3.05,,13.92,2.59,,,,,7.58,0,,
Cherrytec Intelisolve Pvt. Ltd.,2013,1.67,0.14,0.2,2.18,,7.67,1.88,,-0.26,1.62,,,,,-30.89,0,,
Cherrytec Intelisolve Pvt. Ltd.,2014,2.06,0.12,0.16,2.07,0.09,4.085,1.75,-3.58,-3.41,1.98,-6.3,-7.47,0.75,-5.34,-9.38,0,3.758871825933971,4.200204952921578
Cherrytec Intelisolve Pvt. Ltd.,2015,1.07,0.27,0.45,1.19,0.16,0.5,0.91,-4.0,0.48,1.07,-4.02,-5.25,-4.97,-3.43,-45.73,0,3.9180050771056933,3.5890591188317256
Cherrytec Intelisolve Pvt. Ltd.,2016,1.33,0.04,0.06,1.3,-0.15,0.5,1.03,-4.99,-4.24,1.33,-5.73,-7.23,-10.08,-4.4,4.14,0,3.8110970868381857,3.629660094453965
Cherrytec Intelisolve Pvt. Ltd.,2017,0.96,0.08,0.18,1.55,-0.02,0.5,1.4,-24.47,-24.73,0.96,-35.18,-38.98,-22.74,-20.79,-3.18,0,3.768152635008444,3.597312260588446
Cherrytec Intelisolve Pvt. Ltd.,2018,0.89,0.0,0.0,2.14,-0.2,0.5,1.91,-29.19,-27.86,0.89,-58.39,-65.51,-28.99,-24.8,-15.89,0,3.481240089335692,3.4242626545931514
Cherrytec Intelisolve Pvt. Ltd.,2019,0.86,0.08,0.29,2.28,-0.19,0.5,2.04,-6.15,-15.9,0.86,-13.19,-14.72,-8.6,-4.28,-39.41,0,3.1612467120315646,2.9231615807191558
Cherrytec Intelisolve Pvt. Ltd.,2020,1.07,0.09,0.24,1.3,0.05,0.5,1.03,13.4,13.4,1.07,14.21,17.93,12.77,5.95,-49.46,0,3.0007198150650303,2.2407096892759584
Cherrytec Intelisolve Pvt. Ltd.,2021,1.07,0.09,0.24,1.3,0.05,0.5,1.03,13.4,13.4,1.07,14.21,17.93,12.77,5.95,-49.46,0,3.0007198150650303,2.2407096892759584
Cigniti Technologies Ltd.,2003,4.0,0.05,0.06,0.39,-0.02,10.71,0.38,13.16,19.88,4.0,4.94,5.18,35.96,4.4,5.23,0,4.739701078945697,3.5322256440685598
Cigniti Technologies Ltd.,2004,3.95,0.04,0.05,0.55,0.03,7.25,0.52,5.24,9.71,3.95,2.72,2.87,24.27,2.32,50.58,0,4.789988622980633,3.9415818076696905
Cigniti Technologies Ltd.,2005,3.07,0.02,0.03,0.53,0.16,9.6,0.51,4.22,8.25,3.07,2.13,2.22,24.76,1.84,1.17,0,4.795790545596741,3.9531649487593215
Cigniti Technologies Ltd.,2006,2.21,0.04,0.05,0.59,0.05,8.6,0.57,2.8,6.26,2.21,1.58,1.64,22.24,1.39,16.51,0,4.829912458665998,4.1059436980654525
Cigniti Technologies Ltd.,2007,2.96,0.1,0.13,0.67,0.03,6.13,0.62,4.76,5.73,2.96,2.93,3.2,21.68,2.59,17.79,0,4.929425238670713,4.269697449699962
Cigniti Technologies Ltd.,2008,5.19,0.1,0.12,0.45,0.08,1.63,0.4,1.38,2.37,5.19,0.56,0.63,28.6,0.5,-29.09,0,4.955827057601261,3.9259259105971376
Cigniti Technologies Ltd.,2009,1.75,0.14,0.18,0.44,0.07,1.5,0.38,1.19,1.98,1.75,0.45,0.52,30.63,0.41,-0.2,0,5.0132984115157395,3.92395157629342
Cigniti Technologies Ltd.,2010,5.09,0.14,0.18,0.61,0.03,2.21,0.52,2.51,3.83,2.56,1.31,1.54,20.24,1.2,49.41,0,5.11739483066779,4.3254562831854875
Cigniti Technologies Ltd.,2011,2.53,0.05,0.06,0.41,-0.05,2.97,0.37,3.755,5.52,0.89,1.945,2.1,17.015,1.7850000000000001,35.45,0,5.8866594327418555,5.047609896887617
Cigniti Technologies Ltd.,2012,6.91,0.01,0.02,0.53,-0.13,10.44,0.51,5.0,7.21,4.21,2.58,2.66,13.79,2.37,130.18,0,6.316261752148692,5.462559809942086
Cigniti Technologies Ltd.,2013,1.75,0.02,0.03,0.77,0.04,149.62,0.76,14.45,21.37,1.35,10.94,11.18,24.53,9.35,135.55,0,7.061077043925787,6.319328409192595
Cigniti Technologies Ltd.,2014,3.46,0.04,0.05,0.71,-0.12,11.54,0.68,3.4,4.61,2.89,2.34,2.43,8.22,2.07,105.85,0,7.880842136855703,7.041324170903552
Cigniti Technologies Ltd.,2015,0.84,0.05,0.07,0.77,0.29,34.68,0.73,15.51,21.08,0.65,11.37,12.03,25.45,9.9,78.92,0,8.245751854694277,7.623104167525769
Cigniti Technologies Ltd.,2016,1.51,0.26,0.49,1.28,-0.12,3.66,1.07,2.47,-66.25,1.34,2.65,3.16,8.15,2.18,34.52,0,7.785762458430684,7.919683409845852
Cigniti Technologies Ltd.,2017,1.98,0.21,0.35,1.61,0.05,4.76,1.15,10.27,11.47,1.79,11.89,16.72,15.12,9.71,-11.39,0,7.937874571204946,7.7987692276714995
Cigniti Technologies Ltd.,2018,4.08,0.04,0.05,1.31,0.34,18.06,1.12,16.95,23.17,3.81,19.5,22.85,20.16,16.47,10.76,0,7.973017587968693,7.900970014269496
Cigniti Technologies Ltd.,2019,3.95,0.12,0.16,1.17,0.24,16.45,1.05,18.38,20.29,3.76,19.83,22.01,22.61,17.28,15.41,0,8.262868522618453,8.044305406990638
Cigniti Technologies Ltd.,2020,4.72,0.1,0.13,0.97,0.14,16.82,0.85,16.77,18.42,4.71,14.75,16.85,19.9,13.0,-0.17,0,8.40606049316372,8.042603060232342
Cigniti Technologies Ltd.,2021,4.72,0.1,0.13,0.97,0.14,16.82,0.85,16.77,18.42,4.71,14.75,16.85,19.9,13.0,-0.17,0,8.40606049316372,8.042603060232342
Citizen Infoline Ltd.,2002,3.25,0.0,0.0,0.31,-0.12,,0.31,10.64,11.7,3.25,3.48,3.52,17.05,3.31,12.82,0,3.4468078929142076,2.174751721484161
Citizen Infoline Ltd.,2003,2.13,0.0,0.0,0.35,-0.13,,0.35,9.35,-41.12,2.13,3.75,3.76,10.64,3.58,6.82,0,3.2771447329921766,2.2407096892759584
Citizen Infoline Ltd.,2004,1.92,0.01,0.02,0.41,0.18,,0.41,6.31,9.01,1.92,2.83,2.85,11.88,2.66,7.45,0,3.332204510175204,2.312535423847214
Citizen Infoline Ltd.,2005,1.92,0.01,0.02,0.41,0.18,,0.41,6.31,9.01,1.92,2.83,2.85,11.88,2.66,7.45,0,3.332204510175204,2.312535423847214
Citizen Infoline Ltd.,2006,2.285,0.01,0.015,0.41,0.18,,0.405,3.155,4.505,2.285,1.415,1.425,6.92,1.33,15.920000000000002,0,3.349904087274605,2.3174737054877963
Citizen Infoline Ltd.,2007,2.65,0.01,0.01,0.41,0.18,1.0,0.4,0.0,0.0,2.65,0.0,0.0,1.96,0.0,24.39,0,3.367295829986474,2.322387720290225
Citizen Infoline Ltd.,2008,2.65,0.01,0.01,0.41,0.18,1.0,0.4,0.0,0.0,2.65,0.0,0.0,1.96,0.0,24.39,0,3.367295829986474,2.322387720290225
Citizen Infoline Ltd.,2009,2.02,0.015,0.019999999999999997,0.7949999999999999,0.08499999999999999,3.585,0.78,2.095,2.495,1.995,2.52,2.565,6.685,2.255,13.05,0,3.8372994592322094,3.5524868292083815
Citizen Infoline Ltd.,2010,1.39,0.02,0.03,1.18,-0.01,6.17,1.16,4.19,4.99,1.34,5.04,5.13,11.41,4.51,1.71,0,4.155753190350744,4.087655574071304
Citizen Infoline Ltd.,2011,0.51,0.05,0.06,1.05,-0.06,16.5,1.01,5.93,-0.48,0.37,6.34,6.62,9.35,5.68,-1.34,0,4.223909766576744,4.074141854904581
Citizen Infoline Ltd.,2012,0.4,0.08,0.1,0.8,0.0,5.14,0.74,4.03,5.65,0.32,3.26,3.53,5.76,2.93,-23.3,0,4.2612704335380815,3.8088822465086327
